phi theta ratio
357.50 61.00 0.988302
357.50 63.00 0.985907
357.50 65.00 0.981843
357.50 67.00 0.977946
357.50 69.00 0.969564
357.50 71.00 0.958678
357.50 73.00 0.947516
357.50 75.00 0.925957
357.50 77.00 0.898280
357.50 79.00 0.862788
357.50 81.00 0.805014
357.50 83.00 0.724962
357.50 85.00 0.611517
357.50 87.00 0.449040
357.50 89.00 0.227166
